CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Months_Inactive_12_mon
714983283;Attrited Customer;39;F;3;High School;Single;Less than $40K;Blue;36;1
789344358;Existing Customer;57;F;1;Unknown;Married;Less than $40K;Blue;47;1
710406633;Attrited Customer;51;F;3;Uneducated;Married;Unknown;Blue;36;3
767653233;Existing Customer;48;M;3;Graduate;Married;$60K - $80K;Blue;42;1
719461008;Existing Customer;51;M;2;High School;Married;$60K - $80K;Blue;38;3
789731433;Existing Customer;26;F;0;Unknown;Single;Less than $40K;Blue;13;2
775198608;Existing Customer;38;F;2;Graduate;Married;Less than $40K;Blue;32;3
717567333;Existing Customer;35;M;3;Graduate;Married;$60K - $80K;Blue;26;3
772794108;Existing Customer;46;F;3;Doctorate;Single;Less than $40K;Blue;36;1
712072908;Existing Customer;48;M;4;College;Single;$80K - $120K;Blue;36;3
709328733;Existing Customer;49;F;2;Uneducated;Married;Less than $40K;Blue;37;3
788107683;Existing Customer;35;M;4;High School;Married;$40K - $60K;Blue;27;2
713757633;Existing Customer;65;F;0;Unknown;Married;$40K - $60K;Blue;56;2
713279808;Existing Customer;53;M;2;Unknown;Married;$60K - $80K;Blue;36;3
712440483;Existing Customer;54;F;2;Uneducated;Married;Less than $40K;Blue;44;1
715078383;Existing Customer;64;F;0;Graduate;Married;Unknown;Blue;36;1
709214358;Existing Customer;39;F;3;Graduate;Divorced;Unknown;Blue;30;3
778399008;Existing Customer;50;M;0;High School;Married;$80K - $120K;Blue;30;4
811534983;Existing Customer;54;F;3;Graduate;Married;Less than $40K;Blue;49;2
719728383;Existing Customer;38;F;4;Graduate;Married;Unknown;Blue;28;1
718726833;Existing Customer;39;M;1;High School;Married;$80K - $120K;Blue;28;2
780605508;Existing Customer;53;M;1;Unknown;Married;$40K - $60K;Blue;41;1
719450508;Existing Customer;53;M;2;High School;Married;$120K +;Blue;41;3
711213108;Existing Customer;32;M;1;College;Divorced;$80K - $120K;Blue;36;3
708488208;Existing Customer;57;F;3;Uneducated;Married;Less than $40K;Blue;47;3
717206508;Existing Customer;65;F;0;High School;Married;Less than $40K;Blue;36;2
821836008;Existing Customer;57;M;2;Uneducated;Single;$80K - $120K;Blue;53;2
807244983;Existing Customer;65;F;0;College;Married;Less than $40K;Blue;56;1
821872758;Existing Customer;65;M;0;High School;Single;Less than $40K;Silver;56;2
809959683;Existing Customer;55;M;2;College;Married;$80K - $120K;Blue;50;2
715079208;Existing Customer;54;M;1;College;Married;$80K - $120K;Blue;42;1
767049258;Existing Customer;44;M;4;High School;Single;$120K +;Blue;37;3
709579383;Existing Customer;58;M;1;Uneducated;Married;$80K - $120K;Blue;50;3
781923483;Existing Customer;53;F;1;College;Married;$40K - $60K;Blue;47;3
718654533;Existing Customer;33;F;1;High School;Single;Less than $40K;Silver;24;2
716169258;Existing Customer;47;F;5;Graduate;Married;Less than $40K;Blue;39;3
713908683;Existing Customer;51;M;1;Unknown;Single;$80K - $120K;Blue;41;2
708212658;Existing Customer;38;F;3;Graduate;Married;Less than $40K;Blue;18;3
756013833;Existing Customer;57;M;3;Doctorate;Married;$80K - $120K;Blue;50;2
719358333;Existing Customer;36;M;4;Uneducated;Married;$40K - $60K;Blue;28;1
713735508;Existing Customer;35;M;3;Uneducated;Married;$80K - $120K;Blue;25;1
805259733;Existing Customer;55;F;2;Unknown;Married;Unknown;Blue;50;1
738749733;Existing Customer;57;F;4;Doctorate;Married;Unknown;Blue;47;3
814833408;Existing Customer;56;M;2;Doctorate;Married;$60K - $80K;Blue;51;3
719182308;Existing Customer;38;F;2;High School;Single;Less than $40K;Blue;27;1
818497758;Existing Customer;54;F;3;Graduate;Married;Less than $40K;Blue;49;1
719518308;Existing Customer;48;M;2;Unknown;Unknown;$80K - $120K;Blue;35;2
709991883;Attrited Customer;53;M;1;Graduate;Married;$80K - $120K;Blue;42;1
770901258;Existing Customer;30;F;1;Graduate;Married;Less than $40K;Blue;17;1
711499158;Existing Customer;47;M;2;Uneducated;Married;$80K - $120K;Silver;38;3
720445533;Existing Customer;60;F;1;College;Married;Less than $40K;Blue;53;3
809951133;Attrited Customer;54;M;3;College;Single;$120K +;Blue;49;2
714657108;Existing Customer;37;F;2;Uneducated;Married;Less than $40K;Blue;28;2
789048858;Existing Customer;32;F;1;Post-Graduate;Married;Less than $40K;Blue;20;2
771816408;Existing Customer;44;F;4;Uneducated;Married;Less than $40K;Blue;33;4
798158808;Existing Customer;53;F;1;College;Single;$40K - $60K;Blue;47;3
787685658;Existing Customer;43;M;2;High School;Divorced;$80K - $120K;Blue;33;3
720141408;Attrited Customer;49;F;2;Graduate;Single;Less than $40K;Blue;31;1
788699808;Existing Customer;38;F;4;Unknown;Single;Unknown;Blue;14;1
708216108;Existing Customer;56;F;1;College;Married;$40K - $60K;Blue;44;1
715074258;Existing Customer;26;F;0;Graduate;Single;$40K - $60K;Blue;36;3
771653583;Existing Customer;58;M;1;High School;Married;$60K - $80K;Blue;46;2
717374358;Existing Customer;33;M;1;Unknown;Married;$60K - $80K;Blue;22;3
720836808;Existing Customer;35;M;3;High School;Single;$80K - $120K;Blue;28;2
818701383;Existing Customer;37;M;3;High School;Married;$60K - $80K;Blue;32;2
717277833;Existing Customer;27;F;1;Graduate;Single;Unknown;Blue;13;2
778137108;Existing Customer;43;M;4;High School;Single;$80K - $120K;Blue;37;1
720973833;Existing Customer;49;M;2;Graduate;Divorced;$60K - $80K;Blue;36;3
768490458;Attrited Customer;49;M;2;Uneducated;Married;$80K - $120K;Blue;43;3
751487358;Existing Customer;39;F;3;Graduate;Married;Less than $40K;Blue;32;6
712742808;Existing Customer;41;F;3;Uneducated;Married;Less than $40K;Blue;29;3
712820208;Existing Customer;32;F;0;High School;Divorced;Less than $40K;Blue;36;2
794649858;Existing Customer;58;F;1;Uneducated;Married;Less than $40K;Blue;39;3
755262933;Existing Customer;56;M;2;Post-Graduate;Married;$60K - $80K;Blue;49;3
709541433;Existing Customer;37;M;2;Graduate;Married;Less than $40K;Blue;36;3
820622433;Existing Customer;39;M;1;High School;Married;$120K +;Blue;34;2
712586583;Existing Customer;26;F;0;Graduate;Single;$40K - $60K;Blue;13;3
709816158;Existing Customer;31;F;1;Unknown;Single;Unknown;Silver;36;3
712196508;Attrited Customer;46;F;3;High School;Single;Unknown;Blue;34;3
767269908;Existing Customer;36;M;2;College;Married;$120K +;Blue;29;3
710927733;Existing Customer;39;M;1;Unknown;Married;$80K - $120K;Blue;36;2
711310908;Existing Customer;53;F;4;College;Married;Less than $40K;Blue;36;1
788862333;Existing Customer;38;F;3;Uneducated;Married;Less than $40K;Blue;23;2
713194608;Existing Customer;37;M;2;Graduate;Married;Less than $40K;Blue;36;3
793550958;Existing Customer;47;F;2;Graduate;Married;Less than $40K;Blue;41;3
712607583;Existing Customer;56;M;1;College;Divorced;$80K - $120K;Blue;36;3
713921058;Existing Customer;55;F;3;High School;Married;Less than $40K;Blue;48;2
709183683;Existing Customer;31;F;0;Uneducated;Single;Less than $40K;Blue;36;2
713407458;Existing Customer;62;F;0;Graduate;Single;Unknown;Blue;36;2
715241583;Existing Customer;34;M;3;High School;Married;$120K +;Blue;25;2
710475408;Existing Customer;33;M;3;High School;Married;$60K - $80K;Blue;25;2
708971583;Existing Customer;38;F;2;Uneducated;Single;Less than $40K;Blue;29;3
714547458;Existing Customer;65;M;0;Graduate;Married;$40K - $60K;Blue;56;3
827631483;Existing Customer;57;M;1;High School;Married;$80K - $120K;Blue;53;2
711159108;Attrited Customer;58;F;0;High School;Married;Less than $40K;Blue;36;2
789262683;Existing Customer;60;M;1;Unknown;Divorced;$40K - $60K;Blue;49;3
712940508;Existing Customer;39;M;3;Unknown;Single;$40K - $60K;Blue;24;1
789733008;Existing Customer;39;F;2;High School;Married;Unknown;Blue;27;2
714703158;Existing Customer;39;F;2;High School;Married;Less than $40K;Blue;36;2
710255208;Existing Customer;60;M;0;Uneducated;Married;Less than $40K;Blue;49;2
779236083;Existing Customer;37;F;3;High School;Married;Less than $40K;Blue;19;1
713438358;Existing Customer;41;F;4;Graduate;Married;Unknown;Blue;30;1
715973583;Existing Customer;56;M;3;Uneducated;Married;$120K +;Blue;36;3
794113758;Existing Customer;60;M;0;High School;Married;$60K - $80K;Blue;54;1
709452633;Existing Customer;56;F;4;High School;Single;Less than $40K;Blue;36;1
788210583;Existing Customer;62;M;0;College;Married;$40K - $60K;Blue;54;3
717784983;Existing Customer;41;F;2;Uneducated;Married;Less than $40K;Blue;33;3
786557358;Existing Customer;44;F;1;Unknown;Married;Less than $40K;Blue;38;2
768460908;Existing Customer;59;M;1;Graduate;Single;$40K - $60K;Blue;53;3
718899708;Existing Customer;55;F;1;College;Married;Unknown;Blue;36;3
714697533;Existing Customer;26;M;1;High School;Single;$60K - $80K;Blue;15;3
713206683;Attrited Customer;40;M;4;Graduate;Single;$80K - $120K;Silver;22;1
708679383;Existing Customer;44;F;2;Unknown;Unknown;Less than $40K;Blue;32;1
713067033;Existing Customer;37;M;2;Uneducated;Single;Unknown;Blue;28;3
789314133;Existing Customer;37;M;1;High School;Married;$60K - $80K;Blue;27;3
713956308;Existing Customer;65;F;0;Graduate;Married;Less than $40K;Blue;49;2
711595833;Existing Customer;46;M;3;College;Married;$60K - $80K;Blue;36;2
779521533;Existing Customer;53;M;2;High School;Married;$120K +;Blue;36;3
715225458;Existing Customer;56;F;1;Uneducated;Married;Less than $40K;Blue;36;3
716487408;Existing Customer;48;M;3;Graduate;Married;$40K - $60K;Blue;30;1
719338383;Existing Customer;34;M;2;High School;Married;$120K +;Blue;21;3
710523333;Existing Customer;65;M;0;Graduate;Married;Less than $40K;Blue;56;3
787489083;Existing Customer;55;M;4;Post-Graduate;Married;$80K - $120K;Blue;43;2
720747633;Existing Customer;32;M;1;Unknown;Married;$40K - $60K;Blue;36;2
779480658;Existing Customer;58;F;4;Graduate;Married;Unknown;Blue;42;3
711498258;Existing Customer;54;M;3;High School;Married;$120K +;Blue;42;3
709316433;Existing Customer;52;M;2;High School;Single;$60K - $80K;Silver;33;1
778734108;Existing Customer;36;M;3;Uneducated;Married;$60K - $80K;Blue;16;5
778388358;Attrited Customer;56;M;3;Graduate;Single;$60K - $80K;Blue;36;2
716773533;Existing Customer;33;M;3;Graduate;Married;$60K - $80K;Blue;36;1
822130683;Existing Customer;61;M;0;Graduate;Married;$80K - $120K;Blue;56;2
717268458;Existing Customer;61;M;0;Graduate;Married;$60K - $80K;Blue;49;3
827888433;Existing Customer;43;M;4;Uneducated;Single;$40K - $60K;Blue;39;2
716522583;Existing Customer;48;F;3;College;Divorced;Less than $40K;Blue;36;3
789415983;Existing Customer;36;M;3;Graduate;Married;$60K - $80K;Blue;27;3
719819958;Existing Customer;34;M;2;Uneducated;Married;$40K - $60K;Blue;26;1
769579608;Existing Customer;53;F;1;Graduate;Single;Less than $40K;Blue;46;6
772353408;Existing Customer;43;F;5;Unknown;Single;$40K - $60K;Blue;33;3
716615583;Existing Customer;61;F;1;High School;Married;Less than $40K;Blue;51;3
781131483;Existing Customer;55;M;2;High School;Married;$80K - $120K;Blue;47;1
719101908;Existing Customer;51;F;1;Graduate;Married;Unknown;Blue;39;3
720521808;Existing Customer;38;M;1;Graduate;Single;$80K - $120K;Blue;19;3
718136283;Existing Customer;52;M;2;Uneducated;Single;$80K - $120K;Blue;36;1
778855383;Existing Customer;36;F;5;High School;Married;Less than $40K;Blue;17;1
779722308;Attrited Customer;45;F;3;High School;Married;$40K - $60K;Blue;30;2
818926833;Existing Customer;34;F;3;College;Married;$40K - $60K;Blue;29;1
721217283;Existing Customer;27;M;0;Graduate;Single;$120K +;Blue;17;2
717167283;Existing Customer;49;F;5;Unknown;Divorced;Less than $40K;Blue;36;1
713371233;Existing Customer;43;F;1;Graduate;Married;Less than $40K;Silver;31;1
778426608;Existing Customer;52;M;4;Graduate;Married;$80K - $120K;Blue;32;3
713823033;Attrited Customer;31;F;2;Unknown;Married;Unknown;Blue;20;1
787515333;Attrited Customer;40;M;3;Uneducated;Married;$80K - $120K;Blue;29;2
710944608;Existing Customer;39;M;3;Graduate;Unknown;$80K - $120K;Blue;31;2
718444233;Existing Customer;45;M;3;Graduate;Married;$60K - $80K;Blue;25;3
771099183;Existing Customer;37;F;2;Graduate;Single;Less than $40K;Blue;24;2
770241333;Existing Customer;49;F;4;Graduate;Divorced;Less than $40K;Blue;43;1
710819733;Attrited Customer;56;M;3;Graduate;Married;$120K +;Blue;36;1
772155108;Existing Customer;62;F;0;High School;Married;Less than $40K;Blue;51;3
798796233;Existing Customer;37;F;3;High School;Married;$40K - $60K;Blue;31;3
815472108;Existing Customer;42;M;3;High School;Single;$40K - $60K;Blue;37;3
769145733;Existing Customer;36;M;3;Graduate;Single;$60K - $80K;Blue;30;4
783364233;Existing Customer;59;M;0;Graduate;Married;$40K - $60K;Blue;53;2
772236108;Existing Customer;40;F;1;Graduate;Married;Unknown;Blue;29;1
715640358;Existing Customer;43;M;3;High School;Single;$40K - $60K;Blue;36;3
713529858;Existing Customer;29;M;2;Graduate;Divorced;$40K - $60K;Silver;22;2
715684308;Existing Customer;42;F;4;Graduate;Married;$40K - $60K;Blue;36;2
709451508;Existing Customer;63;F;1;High School;Married;Unknown;Blue;50;1
709204158;Existing Customer;36;F;2;Post-Graduate;Single;Less than $40K;Blue;24;2
713182458;Existing Customer;53;M;4;High School;Married;$80K - $120K;Blue;43;1
710624658;Existing Customer;36;F;2;Uneducated;Married;Less than $40K;Blue;36;2
716355783;Existing Customer;36;M;3;Unknown;Married;$60K - $80K;Blue;30;2
716793108;Existing Customer;26;M;0;College;Single;Less than $40K;Blue;36;1
716162583;Existing Customer;45;F;0;Unknown;Single;Less than $40K;Blue;36;2
714051033;Existing Customer;55;F;0;Graduate;Married;Less than $40K;Blue;36;2
715007583;Existing Customer;61;F;0;Unknown;Unknown;Unknown;Blue;36;2
719139558;Existing Customer;26;M;0;Uneducated;Single;Less than $40K;Blue;36;3
794632308;Existing Customer;40;M;4;Graduate;Married;$60K - $80K;Silver;25;3
770662383;Existing Customer;38;M;2;Graduate;Single;$40K - $60K;Blue;24;3
714787383;Existing Customer;32;F;0;College;Married;Unknown;Blue;36;3
714700158;Existing Customer;53;M;2;Unknown;Married;$60K - $80K;Blue;46;2
710581758;Existing Customer;52;F;2;Graduate;Single;$40K - $60K;Blue;44;2
720497958;Existing Customer;29;M;1;Graduate;Married;$80K - $120K;Blue;14;3
720920058;Existing Customer;38;M;2;Graduate;Married;$60K - $80K;Blue;25;3
710872233;Existing Customer;27;M;0;Unknown;Single;$40K - $60K;Blue;17;1
709855608;Existing Customer;46;F;4;High School;Married;Less than $40K;Blue;36;3
815484783;Existing Customer;57;M;0;Uneducated;Single;$60K - $80K;Blue;42;4
771602883;Existing Customer;42;M;3;High School;Single;$80K - $120K;Blue;30;5
755953308;Existing Customer;62;F;0;Post-Graduate;Married;$40K - $60K;Blue;55;1
758408883;Existing Customer;37;F;1;Graduate;Unknown;$40K - $60K;Blue;30;3
717940008;Existing Customer;57;F;2;Unknown;Divorced;$40K - $60K;Blue;36;2
720917808;Existing Customer;35;M;2;High School;Single;$40K - $60K;Blue;36;3
812801958;Existing Customer;55;F;1;Unknown;Married;Less than $40K;Blue;50;3
714997683;Existing Customer;56;F;4;Graduate;Married;Unknown;Blue;49;1
709379283;Existing Customer;39;M;2;Graduate;Married;$60K - $80K;Blue;27;1
711840408;Existing Customer;64;M;0;College;Married;Less than $40K;Blue;55;3
785328408;Existing Customer;37;F;4;Graduate;Married;Less than $40K;Blue;31;2
719873808;Existing Customer;34;M;1;College;Married;$60K - $80K;Blue;23;2
715528983;Existing Customer;46;M;5;Uneducated;Divorced;$60K - $80K;Blue;36;1
720254883;Existing Customer;65;F;0;High School;Married;$40K - $60K;Blue;46;1
811980858;Existing Customer;36;M;0;Graduate;Married;$60K - $80K;Blue;31;1
711330408;Existing Customer;35;F;2;College;Married;$40K - $60K;Blue;24;1
718465458;Existing Customer;49;M;1;Unknown;Single;$80K - $120K;Blue;31;1
710616183;Existing Customer;46;F;3;Uneducated;Single;Unknown;Blue;33;3
714580158;Existing Customer;26;M;0;Post-Graduate;Married;$40K - $60K;Blue;36;1
710798883;Existing Customer;52;M;3;Graduate;Single;$60K - $80K;Blue;44;2
720511608;Existing Customer;38;F;0;Graduate;Married;Unknown;Blue;28;3
708913233;Existing Customer;37;M;1;High School;Married;$40K - $60K;Blue;28;4
788038383;Existing Customer;33;F;3;Graduate;Married;Less than $40K;Blue;25;2
719905908;Existing Customer;59;M;1;Uneducated;Married;$60K - $80K;Blue;36;3
807044958;Existing Customer;34;M;3;High School;Married;$40K - $60K;Blue;29;3
719514783;Existing Customer;39;F;3;Post-Graduate;Unknown;Unknown;Blue;26;1
787643658;Existing Customer;59;M;0;Graduate;Married;$60K - $80K;Blue;53;1
779138883;Existing Customer;50;M;1;Graduate;Married;$60K - $80K;Blue;34;3
708173433;Existing Customer;26;F;1;Unknown;Single;$40K - $60K;Blue;14;2
778401033;Existing Customer;32;M;0;High School;Married;$60K - $80K;Blue;13;3
818375733;Attrited Customer;51;F;2;College;Married;$40K - $60K;Blue;46;1
711048783;Existing Customer;41;M;4;Doctorate;Married;$80K - $120K;Blue;29;3
721415658;Existing Customer;39;F;1;Graduate;Married;$40K - $60K;Blue;27;1
717961458;Existing Customer;49;F;2;Uneducated;Single;Less than $40K;Blue;37;1
718563483;Existing Customer;30;M;2;Unknown;Divorced;$120K +;Blue;14;2
717128283;Existing Customer;40;F;3;High School;Unknown;Less than $40K;Blue;36;2
718068933;Existing Customer;36;F;3;Uneducated;Single;Less than $40K;Blue;36;2
718623783;Existing Customer;56;M;2;College;Married;$120K +;Blue;36;3
716565258;Existing Customer;37;M;3;Doctorate;Single;$80K - $120K;Blue;36;2
712505658;Existing Customer;51;F;4;Unknown;Single;Less than $40K;Blue;41;1
792565908;Existing Customer;36;F;2;Uneducated;Single;Less than $40K;Blue;30;2
709267308;Existing Customer;62;M;1;Graduate;Married;$80K - $120K;Blue;49;1
710035008;Existing Customer;31;F;0;Uneducated;Single;Less than $40K;Blue;24;2
790082508;Existing Customer;42;M;4;High School;Single;$120K +;Blue;35;2
716866308;Existing Customer;38;M;2;High School;Married;$60K - $80K;Blue;33;3
709707033;Attrited Customer;45;M;3;Graduate;Single;$60K - $80K;Blue;32;3
718346658;Existing Customer;50;F;2;Graduate;Married;Less than $40K;Blue;37;2
824157858;Existing Customer;58;M;3;Graduate;Married;$80K - $120K;Blue;54;3
709735008;Existing Customer;35;M;2;High School;Married;$80K - $120K;Blue;22;1
814593858;Existing Customer;58;M;3;High School;Single;$120K +;Blue;53;1
718416858;Existing Customer;42;M;5;Graduate;Married;$60K - $80K;Blue;34;3
710307933;Existing Customer;32;F;0;College;Single;Less than $40K;Blue;24;3
715870758;Existing Customer;35;M;4;Graduate;Married;$120K +;Blue;30;3
713819283;Existing Customer;51;M;1;Uneducated;Married;$80K - $120K;Blue;42;2
710424408;Existing Customer;63;M;2;Graduate;Married;Less than $40K;Blue;36;2
709493283;Existing Customer;42;M;2;Unknown;Single;$120K +;Blue;32;2
712489158;Existing Customer;36;F;0;Uneducated;Single;Unknown;Blue;18;3
719013108;Existing Customer;42;M;3;Graduate;Divorced;$40K - $60K;Blue;33;2
721178583;Attrited Customer;37;F;3;Graduate;Unknown;Unknown;Blue;22;3
717769008;Existing Customer;38;M;2;Graduate;Married;$80K - $120K;Blue;36;3
709986633;Existing Customer;29;M;1;High School;Married;$40K - $60K;Blue;36;1
721062408;Existing Customer;54;M;2;Uneducated;Divorced;$40K - $60K;Blue;34;3
771349458;Existing Customer;33;M;2;Graduate;Married;$40K - $60K;Blue;20;3
780557658;Existing Customer;63;F;0;Uneducated;Married;Unknown;Blue;54;3
771441558;Existing Customer;49;M;2;Post-Graduate;Married;$60K - $80K;Blue;37;3
756409758;Existing Customer;44;F;2;Graduate;Married;Less than $40K;Blue;37;5
720009558;Existing Customer;33;F;2;College;Single;Unknown;Gold;36;1
778885158;Existing Customer;57;M;3;Uneducated;Married;$80K - $120K;Blue;38;3
715543908;Existing Customer;52;F;3;Uneducated;Married;Less than $40K;Blue;43;3
717591483;Existing Customer;52;F;3;Graduate;Single;Less than $40K;Blue;44;1
715042608;Existing Customer;39;F;2;Doctorate;Married;Unknown;Blue;36;2
755959683;Existing Customer;50;F;5;Unknown;Unknown;Unknown;Blue;43;1
715367058;Existing Customer;43;M;3;College;Unknown;$60K - $80K;Blue;37;2
714573258;Existing Customer;36;M;2;Post-Graduate;Single;$60K - $80K;Blue;30;2
712281183;Existing Customer;55;M;4;Graduate;Married;$120K +;Blue;36;2
717670758;Existing Customer;30;F;1;Graduate;Single;Less than $40K;Blue;20;2
720666333;Existing Customer;36;M;3;Unknown;Married;$120K +;Blue;24;3
771556308;Existing Customer;26;F;0;High School;Single;Less than $40K;Blue;13;3
708931908;Existing Customer;48;M;3;High School;Single;$40K - $60K;Blue;36;2
718894233;Existing Customer;53;F;2;Graduate;Married;$40K - $60K;Blue;36;2
771544533;Attrited Customer;42;F;5;High School;Married;Unknown;Blue;30;1
708927108;Attrited Customer;53;M;2;Graduate;Married;$120K +;Blue;36;3
717831783;Existing Customer;58;F;2;Uneducated;Married;Less than $40K;Blue;45;3
709288383;Existing Customer;32;M;2;Graduate;Divorced;$80K - $120K;Blue;26;1
710813733;Existing Customer;48;M;4;Uneducated;Married;$60K - $80K;Silver;35;3
721084833;Existing Customer;48;M;5;High School;Married;$40K - $60K;Silver;34;0
711258108;Existing Customer;54;M;1;College;Married;$120K +;Blue;44;3
710149008;Existing Customer;59;M;0;High School;Married;Less than $40K;Blue;47;3
711902058;Existing Customer;35;M;2;Graduate;Married;$60K - $80K;Blue;36;3
716757033;Existing Customer;37;M;4;Post-Graduate;Married;$40K - $60K;Blue;27;1
712688433;Existing Customer;36;M;3;High School;Divorced;$120K +;Blue;36;2
713203908;Existing Customer;26;M;0;Uneducated;Single;$40K - $60K;Blue;15;1
711772008;Attrited Customer;35;F;3;Graduate;Single;Less than $40K;Blue;22;2
708799983;Attrited Customer;40;M;1;Post-Graduate;Married;$60K - $80K;Blue;36;3
778882758;Existing Customer;55;F;2;Unknown;Married;Unknown;Blue;36;5
709157133;Existing Customer;39;M;1;Unknown;Divorced;$80K - $120K;Blue;34;1
741344808;Existing Customer;39;F;2;Graduate;Married;Less than $40K;Blue;32;2
739692933;Existing Customer;46;F;2;Unknown;Single;$40K - $60K;Blue;29;2
766429908;Existing Customer;49;M;2;High School;Unknown;$60K - $80K;Blue;42;1
802087683;Existing Customer;32;M;0;Post-Graduate;Married;$60K - $80K;Blue;26;2
712491108;Existing Customer;35;M;1;Post-Graduate;Married;$80K - $120K;Blue;20;3
714767508;Existing Customer;39;M;2;Graduate;Married;$40K - $60K;Blue;31;3
720376008;Existing Customer;53;F;2;Graduate;Married;Less than $40K;Blue;40;2
779126658;Existing Customer;26;F;0;Graduate;Single;$40K - $60K;Blue;13;1
793222008;Existing Customer;32;M;0;High School;Married;$60K - $80K;Blue;26;2
720812433;Existing Customer;54;M;2;College;Married;$120K +;Blue;46;1
717623583;Existing Customer;36;F;3;High School;Married;Less than $40K;Blue;27;2
708878508;Existing Customer;45;F;3;High School;Married;Less than $40K;Blue;37;1
710043408;Existing Customer;49;M;3;Graduate;Married;$80K - $120K;Blue;37;1
789079758;Existing Customer;44;M;4;Doctorate;Unknown;$120K +;Blue;32;2
721311333;Existing Customer;32;M;1;High School;Married;Unknown;Blue;22;1
710749458;Existing Customer;64;F;0;Doctorate;Married;Less than $40K;Blue;53;1
778275783;Existing Customer;37;F;2;Unknown;Unknown;Less than $40K;Blue;27;1
799498158;Existing Customer;31;M;1;Post-Graduate;Married;$60K - $80K;Blue;22;1
716334258;Existing Customer;49;F;3;Uneducated;Divorced;$40K - $60K;Blue;36;1
716075208;Existing Customer;32;F;3;High School;Married;Less than $40K;Blue;22;2
780276258;Existing Customer;53;M;2;High School;Married;$120K +;Blue;39;2
789282333;Existing Customer;62;F;0;Graduate;Married;Unknown;Blue;51;3
811571733;Existing Customer;26;F;0;Unknown;Single;Unknown;Blue;13;2
709429533;Existing Customer;49;F;5;Graduate;Divorced;Unknown;Blue;35;3
715247508;Existing Customer;30;F;1;Graduate;Married;Less than $40K;Blue;36;2
718784358;Existing Customer;34;M;4;Uneducated;Single;$120K +;Blue;36;3
751450008;Existing Customer;41;M;1;Post-Graduate;Single;$40K - $60K;Blue;32;2
719227233;Existing Customer;27;F;1;Unknown;Single;Less than $40K;Blue;36;3
711050058;Existing Customer;33;F;2;Uneducated;Married;$40K - $60K;Blue;23;2
779040408;Existing Customer;56;M;2;High School;Married;$120K +;Blue;37;1
714024858;Existing Customer;36;M;3;High School;Married;$80K - $120K;Blue;27;1
789849108;Existing Customer;35;M;1;Graduate;Single;$60K - $80K;Blue;25;1
710391258;Existing Customer;27;M;0;Graduate;Married;$40K - $60K;Blue;36;2
718830183;Existing Customer;46;M;1;High School;Single;$60K - $80K;Blue;38;2
779696883;Existing Customer;48;M;2;Graduate;Divorced;$60K - $80K;Blue;33;2
719249733;Existing Customer;54;M;1;Unknown;Single;$80K - $120K;Blue;36;2
737971833;Existing Customer;38;M;1;Graduate;Married;$60K - $80K;Blue;31;3
772468983;Existing Customer;36;M;1;Post-Graduate;Married;$80K - $120K;Blue;26;4
710990283;Existing Customer;56;M;1;High School;Married;$80K - $120K;Blue;36;1
808750458;Existing Customer;32;M;1;Doctorate;Single;$60K - $80K;Blue;27;3
719692983;Existing Customer;36;M;2;Doctorate;Married;$60K - $80K;Blue;30;3
719125158;Existing Customer;35;F;2;High School;Single;Less than $40K;Silver;15;2
787509408;Existing Customer;26;M;0;College;Single;Unknown;Blue;13;3
719206308;Existing Customer;32;M;1;High School;Married;$60K - $80K;Blue;24;2
717141858;Existing Customer;56;F;2;High School;Single;$40K - $60K;Blue;36;1
713172408;Existing Customer;54;M;1;Unknown;Married;$80K - $120K;Blue;43;2
720314583;Existing Customer;54;M;2;Unknown;Married;$80K - $120K;Blue;44;1
708347583;Existing Customer;37;F;4;Uneducated;Married;Less than $40K;Blue;36;1
711006783;Existing Customer;38;F;1;Graduate;Single;Less than $40K;Blue;22;3
718274283;Existing Customer;35;M;3;College;Single;$60K - $80K;Blue;36;1
803977008;Existing Customer;39;M;2;Unknown;Married;$60K - $80K;Blue;34;2
715216908;Existing Customer;48;M;4;Doctorate;Single;$80K - $120K;Blue;36;3
779611008;Existing Customer;29;M;0;Graduate;Married;$40K - $60K;Blue;18;3
811467708;Existing Customer;33;M;2;Graduate;Married;$80K - $120K;Blue;28;2
812597508;Existing Customer;39;F;1;High School;Married;$40K - $60K;Blue;34;5
718651083;Existing Customer;35;F;2;Graduate;Single;Unknown;Blue;25;1
708577308;Existing Customer;43;F;1;Unknown;Divorced;Less than $40K;Blue;36;2
813990483;Existing Customer;27;F;0;High School;Married;Less than $40K;Blue;22;1
816319008;Existing Customer;52;F;2;Graduate;Single;Unknown;Blue;47;3
789627258;Existing Customer;31;M;1;Graduate;Single;$40K - $60K;Blue;25;3
713346558;Existing Customer;45;M;4;Graduate;Divorced;$60K - $80K;Blue;37;2
708744933;Existing Customer;35;M;2;High School;Married;$60K - $80K;Blue;36;2
708828258;Existing Customer;55;M;2;College;Married;$120K +;Blue;37;2
713511108;Existing Customer;61;M;1;Uneducated;Married;$40K - $60K;Blue;47;3
710208633;Existing Customer;37;F;1;Graduate;Married;Less than $40K;Blue;31;2
824165658;Existing Customer;38;M;2;Unknown;Married;$80K - $120K;Blue;34;1
826513233;Existing Customer;54;F;3;Unknown;Married;Less than $40K;Blue;50;2
